Gene,Synonymous,HC LoF,ExACtool percentile,top expr tissue (3x more),office of rare diseases
LRRK1,426,24,4.78E-01,,
HERC3,139,13,4.78E-01,,
CHN1,12,2,4.78E-01,brain,YES
TTPA,43,10,4.78E-01,liver,YES
SLAMF1,61,5,4.78E-01,,
DNAJB11,47,5,4.78E-01,,
SLC39A9,48,6,4.78E-01,,
RBP3,290,16,4.78E-01,brain,YES
HSPB3,29,13,4.78E-01,heart,
CLRN3,34,4,4.78E-01,colon,
HECTD2,74,5,4.78E-01,,
SESTD1,84,6,4.78E-01,,
ORAOV1,37,5,4.78E-01,,
HSD17B7,41,9,4.78E-01,,
LYZL1,30,4,4.78E-01,,
OR10H1,47,4,4.79E-01,,
HIST1H3E,53,6,4.79E-01,,
DEPDC1B,70,14,4.79E-01,,
ANKRD10,80,7,4.79E-01,,
RUNDC3A,41,3,4.79E-01,brain,
CCL20,15,2,4.79E-01,,
CCR6,71,5,4.79E-01,spleen,
TUBG2,74,16,4.79E-01,,
BCAS3,145,8,4.79E-01,,
SLFN5,123,37,4.79E-01,,
KRTAP9-8,25,3,4.79E-01,,
CD58,23,2,4.79E-01,,
BTBD9,94,16,4.79E-01,,
CTDSP1,76,6,4.79E-01,,
SPSB3,113,8,4.80E-01,,
CYP7B1,66,16,4.80E-01,,YES
FAIM2,60,5,4.80E-01,brain,
C1orf146,14,11,4.80E-01,,
IL3RA,110,36,4.80E-01,,
CIITA,254,19,4.80E-01,,
CMTM8,27,3,4.80E-01,,
GPBP1,72,4,4.80E-01,,
LRTOMT,66,13,4.80E-01,,
NDUFB1,18,4,4.80E-01,,
CD37,70,8,4.80E-01,,
GMPR,50,10,4.80E-01,,
TMED9,43,5,4.80E-01,,
MCM6,102,6,4.80E-01,,
KCNK2,57,4,4.80E-01,adrenal_gland,
SLC22A18,83,8,4.81E-01,,
ARHGAP29,127,7,4.81E-01,,
C4orf51,36,9,4.81E-01,,
PIK3C3,136,23,4.81E-01,,
PLEKHA6,167,9,4.81E-01,,
SPG21,48,10,4.81E-01,,
CCR10,45,6,4.81E-01,,
FAM9B,26,9,4.81E-01,liver,
RANBP2,270,13,4.81E-01,,
INTS12,65,6,4.81E-01,,
RAB37,63,15,4.81E-01,,
PLXNB1,382,18,4.81E-01,,
DDX53,64,5,4.81E-01,,
LENEP,14,4,4.81E-01,,
TMTC4,138,24,4.82E-01,,
NUPL1,104,6,4.82E-01,,
SRP72,89,14,4.82E-01,,
UVRAG,92,6,4.82E-01,,
ZNF2,73,6,4.82E-01,,
SNTB1,59,11,4.82E-01,,
CA5A,63,8,4.82E-01,liver,
NPBWR2,85,7,4.82E-01,,
REPIN1,117,7,4.82E-01,,
UNC5C,174,11,4.82E-01,,
GTF3C2,134,8,4.82E-01,,
LAMA5,942,42,4.82E-01,,
VSIG1,53,4,4.82E-01,stomach,
USP15,87,6,4.82E-01,,
NLRP13,187,42,4.82E-01,,
IL19,33,4,4.83E-01,,
FAM26D,28,4,4.83E-01,,
LRIG1,267,14,4.83E-01,,
AP3B1,128,8,4.83E-01,,YES
TRIM50,82,20,4.83E-01,,
HNMT,50,8,4.83E-01,,
THAP2,13,6,4.83E-01,,
OSGIN2,67,5,4.83E-01,,
HIST1H2AG,70,11,4.83E-01,,
REST,152,9,4.83E-01,,
SPOPL,53,7,4.83E-01,,
HIST1H1C,119,8,4.83E-01,,
ARHGEF3,91,5,4.83E-01,,
GAD1,103,6,4.83E-01,brain,
TFDP2,61,4,4.83E-01,,
ZDHHC21,53,6,4.84E-01,,
GIF,50,4,4.84E-01,stomach,
OSBPL11,78,6,4.84E-01,skeletal_muscle,
ADCYAP1,31,3,4.84E-01,,
F3,41,4,4.84E-01,,
PCP2,14,8,4.84E-01,,
SNX1,84,5,4.84E-01,,
C4orf29,36,17,4.84E-01,,
HIST1H2BI,40,6,4.84E-01,,
SULT1E1,33,9,4.84E-01,adrenal_gland,
SYT1,60,4,4.84E-01,brain,
VAV3,135,23,4.84E-01,,
NFATC4,162,9,4.84E-01,,
TAS2R13,35,4,4.84E-01,,
ALS2CR11,79,33,4.85E-01,,
OSTN,22,5,4.85E-01,,
HIGD1A,17,2,4.85E-01,,
TMEM218,23,6,4.85E-01,,
ZC3H3,235,13,4.85E-01,,
TMF1,154,19,4.85E-01,,
NCK1,51,8,4.85E-01,,
PIK3R3,41,21,4.85E-01,,
PRR3,31,3,4.85E-01,,
CBR4,32,9,4.85E-01,,
RSL1D1,105,7,4.85E-01,,
SNRPA,68,8,4.85E-01,,
RASL12,47,6,4.85E-01,,
SUSD1,127,23,4.85E-01,,
RPIA,47,7,4.85E-01,,
ESAM,65,5,4.86E-01,,
ZNF320,72,10,4.86E-01,,
NDNL2,61,7,4.86E-01,,
OMP,34,3,4.86E-01,,
ADD2,137,7,4.86E-01,brain,
RAPGEFL1,79,7,4.86E-01,,
MC3R,65,7,4.86E-01,,
ORAI1,70,10,4.86E-01,,YES
C18orf32,27,4,4.86E-01,,
MYOZ1,46,6,4.86E-01,skeletal_muscle,
ZNF143,109,8,4.86E-01,,
ATP6V1G2,30,4,4.86E-01,,
HNRNPH3,43,4,4.86E-01,,
OTOR,19,4,4.86E-01,,
STX12,25,3,4.87E-01,,
NLGN1,106,7,4.87E-01,,
ADIG,24,3,4.87E-01,,
GPRIN1,160,10,4.87E-01,brain,
CCDC88A,226,11,4.87E-01,,
FNBP1L,66,4,4.87E-01,,
DAD1,14,2,4.87E-01,,
ACAP2,84,6,4.87E-01,,
RAB40B,68,10,4.87E-01,,
IL13RA2,30,7,4.87E-01,artery_aorta,
JKAMP,46,8,4.87E-01,,
HDAC8,40,4,4.87E-01,,
TRMT61A,64,8,4.87E-01,,
SH3GLB2,74,6,4.87E-01,,
HTR3C,63,19,4.87E-01,lung,
CCNF,168,10,4.88E-01,,
INO80B,69,8,4.88E-01,,
GPN1,65,13,4.88E-01,,
TMEM120B,85,9,4.88E-01,,
SCG5,34,16,4.88E-01,brain,
ADPGK,81,9,4.88E-01,,
GHRH,17,2,4.88E-01,,
RBP7,20,3,4.88E-01,,
NOP16,38,9,4.88E-01,,
MRPL27,28,3,4.88E-01,,
PLCB3,235,12,4.88E-01,,
S100A14,13,2,4.88E-01,,
BANF1,14,2,4.88E-01,,
THAP3,58,20,4.88E-01,,
TMEM179B,37,13,4.89E-01,,
LCE2D,14,2,4.89E-01,,
TXK,65,22,4.89E-01,,
OR1A1,49,5,4.89E-01,,
GRAMD3,79,19,4.89E-01,,
STK38,48,6,4.89E-01,,
COX16,19,5,4.89E-01,,
RCHY1,29,12,4.89E-01,,
UTP11L,28,13,4.89E-01,skeletal_muscle,
PJA2,77,5,4.89E-01,,
B4GALNT1,100,8,4.89E-01,,
TNFAIP1,63,10,4.89E-01,,
OR51L1,46,4,4.89E-01,,
PPARGC1B,196,10,4.89E-01,,
RIF1,334,16,4.89E-01,,
TGDS,35,16,4.90E-01,,YES
PSD2,147,9,4.90E-01,brain,
P2RY13,47,3,4.90E-01,,
ZSCAN10,171,12,4.90E-01,,
IFRD1,61,5,4.90E-01,,
RGS1,24,3,4.90E-01,,
PIK3CG,182,15,4.90E-01,,
RIPK2,58,4,4.90E-01,,
CHRNB3,63,14,4.90E-01,pancreas,
MAS1,61,6,4.90E-01,,
CD200,45,3,4.90E-01,,
C16orf87,23,4,4.90E-01,,
CKS1B,11,2,4.90E-01,,
ITGAE,185,34,4.90E-01,,
TOR2A,74,8,4.91E-01,,
ARFIP1,48,8,4.91E-01,,
USP30,81,10,4.91E-01,,
CCL27,20,3,4.91E-01,skin,
GNGT2,12,2,4.91E-01,,
FAM98A,82,6,4.91E-01,,
PSAPL1,128,19,4.91E-01,skin,
AICDA,48,7,4.91E-01,,YES
ANKFY1,203,13,4.91E-01,,
PEX12,42,26,4.91E-01,,
TRAPPC1,18,3,4.91E-01,,
HPCAL4,22,3,4.91E-01,brain,
PPP2R1B,76,26,4.91E-01,liver,
RASAL3,10,2,4.91E-01,,
GNPNAT1,20,4,4.91E-01,,
GNRHR,62,6,4.92E-01,,
TFAM,32,6,4.92E-01,,
TXNDC15,63,6,4.92E-01,,
ITFG2,68,18,4.92E-01,,
C10orf62,41,5,4.92E-01,,
LPAR3,54,5,4.92E-01,,
LRRC8B,116,7,4.92E-01,,
PLA2G12B,22,5,4.92E-01,liver,
SEL1L,112,8,4.92E-01,pancreas,
OSTM1,50,5,4.92E-01,,YES
MALT1,78,5,4.92E-01,,
GPSM3,13,3,4.92E-01,,
IQGAP2,216,52,4.92E-01,,
KIF23,107,7,4.92E-01,,
MOGAT3,88,20,4.93E-01,,
SEC13,60,4,4.93E-01,,
NDUFC2,22,3,4.93E-01,,
ZCCHC2,148,7,4.93E-01,,
NARS,93,24,4.93E-01,,
NKTR,176,18,4.93E-01,,
TMIE,13,11,4.93E-01,brain,
CDH13,187,9,4.93E-01,,
KY,65,12,4.93E-01,,
IL2RA,46,4,4.93E-01,,
TMEM98,42,3,4.93E-01,,
TBC1D22A,118,8,4.93E-01,,
ANKRD50,201,11,4.93E-01,,
DRG2,93,10,4.93E-01,,
RAP1B,23,3,4.93E-01,,
GZMA,28,19,4.94E-01,,
SP100,123,40,4.94E-01,,
TMEM196,18,6,4.94E-01,brain,
PAK1,75,5,4.94E-01,,
KIAA1549,36,2,4.94E-01,,
AGAP2,144,8,4.94E-01,brain,
ELAC1,47,8,4.94E-01,,
WSCD2,107,9,4.94E-01,,
RWDD1,23,4,4.94E-01,,
DEPDC5,283,14,4.94E-01,,
ALDH6A1,59,14,4.94E-01,,
SLC25A15,43,9,4.94E-01,,YES
FATE1,23,3,4.94E-01,,
GTF3C4,111,8,4.94E-01,,
PTPLAD2,38,5,4.95E-01,,
C3orf72,21,6,4.95E-01,adrenal_gland,
SPCS1,16,3,4.95E-01,,
CYP19A1,78,12,4.95E-01,,YES
ERRFI1,72,6,4.95E-01,,
ABHD14B,21,7,4.95E-01,,
RNF115,31,4,4.95E-01,,
XYLT2,168,10,4.95E-01,stomach,YES
TSPAN15,44,7,4.95E-01,,
MED10,18,4,4.95E-01,,
FDXR,116,19,4.95E-01,adrenal_gland,
RLN2,28,12,4.95E-01,,
SLC25A27,55,8,4.95E-01,,
UQCR11,14,4,4.95E-01,,
SPA17,17,7,4.95E-01,,
PLAC8L1,28,3,4.96E-01,,
TWF1,52,6,4.96E-01,,
HIST1H2AI,11,2,4.96E-01,,
SFXN1,52,4,4.96E-01,,
KCTD9,51,8,4.96E-01,,
PTN,18,4,4.96E-01,brain,
CLOCK,100,7,4.96E-01,,
NSMCE1,50,10,4.96E-01,,
OR51S1,54,7,4.96E-01,,
SCNM1,23,17,4.96E-01,,
HIST1H4L,34,6,4.96E-01,,
PROK1,19,7,4.96E-01,,
ASF1A,20,4,4.96E-01,,
SP110,98,25,4.96E-01,,YES
RP1,263,42,4.97E-01,,YES
CSTF2,50,5,4.97E-01,,
DEFB112,18,6,4.97E-01,,
DENND5B,41,2,4.97E-01,,
METTL5,51,6,4.97E-01,,
ACER3,32,4,4.97E-01,,
CHCHD1,14,3,4.97E-01,,
TTLL11,80,5,4.97E-01,,
LYRM2,13,2,4.97E-01,,
TCF3,200,15,4.97E-01,,
PDE3B,162,23,4.97E-01,,
C3orf36,37,14,4.97E-01,,
EIF3H,52,6,4.97E-01,,
DNASE2,62,7,4.97E-01,,
ZBTB6,42,5,4.97E-01,,
MYBPC3,36,2,4.98E-01,heart,
CEACAM16,89,6,4.98E-01,,
CCDC25,27,7,4.98E-01,,
CDH5,163,10,4.98E-01,,
INO80D,58,3,4.98E-01,,
UBE2L6,30,5,4.98E-01,,
ZKSCAN1,75,6,4.98E-01,,
KCNAB2,72,5,4.98E-01,,
PTPN5,107,21,4.98E-01,brain,
TMEM50B,21,3,4.98E-01,,
ECHS1,50,7,4.98E-01,,
MYLK2,104,7,4.98E-01,skeletal_muscle,
RGS8,31,3,4.98E-01,,
CSRNP1,82,6,4.98E-01,,
ELK3,106,8,4.99E-01,,
CDH2,141,8,4.99E-01,,
C1QTNF1,63,9,4.99E-01,,
SOHLH1,96,11,4.99E-01,brain,
SKP1,19,3,4.99E-01,,
CLIP4,104,17,4.99E-01,,
C1orf110,28,6,4.99E-01,,
PRKCI,78,13,4.99E-01,,
ISLR2,128,8,4.99E-01,,
C17orf70,217,14,4.99E-01,,
PYROXD1,66,22,4.99E-01,,
RPGRIP1,205,52,4.99E-01,,
GPS2,89,8,4.99E-01,,
SLC30A3,95,8,4.99E-01,,
NDUFA5,18,7,4.99E-01,,
ITGA2B,145,28,5.00E-01,,
PDE6D,20,4,5.00E-01,,
SEC23A,85,17,5.00E-01,,
ACSL3,119,7,5.00E-01,,
CAPN1,115,19,5.00E-01,,
CCR8,54,8,5.00E-01,,
IDH3A,62,6,5.00E-01,,
MFSD6,111,11,5.00E-01,,
KHDRBS2,66,6,5.00E-01,,
NECAB1,36,3,5.00E-01,brain,
PSD3,196,11,5.00E-01,,
MGRN1,176,10,5.00E-01,,
PROK2,8,3,5.00E-01,whole_blood,YES
C2CD3,276,41,5.00E-01,,
ISG15,44,6,5.01E-01,,
MDM4,75,6,5.01E-01,,
FADS3,82,9,5.01E-01,,
ZNF501,34,6,5.01E-01,,
NADK,99,8,5.01E-01,,
C10orf67,6,1,5.01E-01,lung,
RNF214,96,9,5.01E-01,,
ITGA2,175,31,5.01E-01,,
UBD,23,3,5.01E-01,,
EML5,24,1,5.01E-01,,
DMXL1,409,20,5.01E-01,,
TMEM225,37,4,5.01E-01,,
DPP7,171,39,5.01E-01,,
ELF1,85,5,5.01E-01,,
CCL22,22,3,5.01E-01,,
KLHL25,144,24,5.02E-01,,
WISP3,45,11,5.02E-01,,YES
UBE2D3,23,2,5.02E-01,,
TIFAB,34,9,5.02E-01,,
TNR,256,14,5.02E-01,brain,
IGSF3,209,11,5.02E-01,,
CTNNA2,165,10,5.02E-01,brain,
ARR3,46,4,5.02E-01,,
TBCA,14,4,5.02E-01,,
NUP205,272,14,5.02E-01,,
C12orf76,22,6,5.02E-01,,
RABEP2,116,12,5.02E-01,,
ATG4B,87,5,5.02E-01,,
C1orf64,40,5,5.02E-01,brain,
GNG2,17,3,5.03E-01,,
RARRES2,17,5,5.03E-01,,
OR10H2,64,5,5.03E-01,,
AGBL4,25,3,5.03E-01,brain,
HMSD,20,5,5.03E-01,,
MGAT5B,182,10,5.03E-01,brain,
ZNHIT3,25,16,5.03E-01,,
FAM174A,36,5,5.03E-01,,
DEPDC1,53,19,5.03E-01,,
PLEKHM1,140,9,5.03E-01,,YES
HSPH1,128,8,5.03E-01,,
STUB1,85,11,5.03E-01,,
MARK1,85,7,5.03E-01,,
AKT1S1,49,4,5.03E-01,,
KRT222,36,13,5.03E-01,,
PROKR2,79,7,5.04E-01,,YES
GPD1L,73,7,5.04E-01,,
RAB3C,34,5,5.04E-01,brain,
TMEM68,35,11,5.04E-01,,
NLRP5,260,34,5.04E-01,,
CCDC88C,87,3,5.04E-01,,YES
CXorf40B,10,3,5.04E-01,,
WDR81,272,20,5.04E-01,,
SLC38A7,90,8,5.04E-01,,
ACER1,56,7,5.04E-01,skin,
SLAMF6,46,3,5.04E-01,,
MAPK7,161,9,5.04E-01,,
METTL2B,37,10,5.04E-01,,
OAF,37,4,5.04E-01,,
IK,74,15,5.05E-01,,
LCE3B,12,2,5.05E-01,,
OXSR1,69,7,5.05E-01,,
PARM1,57,4,5.05E-01,,
FAM24A,16,7,5.05E-01,,
ZACN,108,36,5.05E-01,colon,
N6AMT2,41,5,5.05E-01,,
ZNRD1,13,2,5.05E-01,,
GABRA6,75,22,5.05E-01,,
PCNXL3,435,16,5.05E-01,,
SIRT6,85,5,5.05E-01,,
CNOT6L,16,2,5.05E-01,,
TMPRSS11E,53,15,5.05E-01,,
NTM,65,4,5.05E-01,brain,
HSD17B11,31,11,5.05E-01,,
UPK1A,53,12,5.06E-01,,
GPR17,82,10,5.06E-01,,
ZNF772,45,5,5.06E-01,,
FFAR2,56,8,5.06E-01,whole_blood,
PDE11A,140,63,5.06E-01,,
RFX5,66,12,5.06E-01,,
TAF8,75,21,5.06E-01,,
LMAN2,104,9,5.06E-01,,
OR2J3,40,5,5.06E-01,,
SMG5,167,10,5.06E-01,,
C6orf195,27,4,5.06E-01,,
PHF14,108,7,5.06E-01,,
CCPG1,99,7,5.06E-01,,
NUDT4,19,2,5.06E-01,,
SNN,24,4,5.07E-01,,
DCUN1D2,44,10,5.07E-01,,
LYPD1,32,8,5.07E-01,brain,
GABPB1,41,3,5.07E-01,,
CRIP3,52,16,5.07E-01,,
SPEG,535,27,5.07E-01,,
MTR,180,36,5.07E-01,,
UBXN2B,29,4,5.07E-01,,
PFKL,192,33,5.07E-01,,
POLE3,27,4,5.07E-01,,
RBM34,68,22,5.07E-01,,
RAB17,50,10,5.07E-01,,
CEBPE,63,7,5.07E-01,,
FAM126A,80,11,5.07E-01,,
ACYP2,28,8,5.07E-01,,
NUAK2,117,11,5.08E-01,,
PLXDC2,78,6,5.08E-01,,
CYB5D2,58,13,5.08E-01,,
CYP11B1,127,23,5.08E-01,adrenal_gland,
SSTR5,107,7,5.08E-01,,
CDNF,21,14,5.08E-01,,
COX11,47,6,5.08E-01,,
PIN1,27,4,5.08E-01,,
FBXO38,146,8,5.08E-01,,
SSU72,46,7,5.08E-01,,
MLANA,18,9,5.08E-01,skin,
PRMT6,75,13,5.08E-01,,
F13B,83,24,5.08E-01,,
ZNF524,42,6,5.08E-01,,
SKAP2,37,4,5.09E-01,,
DPH3,13,4,5.09E-01,,
MFHAS1,254,16,5.09E-01,,
IDH3G,64,5,5.09E-01,,
KHDC1,24,10,5.09E-01,,
CRNKL1,96,6,5.09E-01,,
KCTD4,42,6,5.09E-01,,
CXCR3,49,3,5.09E-01,spleen,
FAM98B,43,5,5.09E-01,,
TRMT112,35,12,5.09E-01,,
HSD17B12,52,11,5.09E-01,,
TMEM220,27,11,5.09E-01,,
MRPS17,25,11,5.09E-01,,
BIRC3,80,5,5.09E-01,,
ERLEC1,60,15,5.09E-01,,
LELP1,11,5,5.10E-01,,
ATXN7L1,66,5,5.10E-01,,
OR56A1,52,5,5.10E-01,,
TCEB2,38,11,5.10E-01,,
CSRP2,35,9,5.10E-01,,
SYNPR,53,4,5.10E-01,brain,
MTRR,129,26,5.10E-01,,
RFC2,87,12,5.10E-01,,
ANO8,168,11,5.10E-01,,
POM121,97,6,5.10E-01,,
TRIM41,146,9,5.10E-01,,
COASY,101,22,5.10E-01,,
EDDM3B,28,5,5.10E-01,,
SAP30,24,5,5.10E-01,,
LOH12CR1,42,5,5.11E-01,,
WBSCR27,51,8,5.11E-01,,
TUFM,83,7,5.11E-01,,
MED18,22,8,5.11E-01,,
PEX13,47,8,5.11E-01,,
RALGPS2,74,7,5.11E-01,,
DNMT3L,78,19,5.11E-01,,
SPATA18,95,25,5.11E-01,,
SNAPC5,28,11,5.11E-01,,
MFAP5,30,8,5.11E-01,,
ADAM23,104,8,5.11E-01,,
SCFD1,86,6,5.11E-01,,
CCDC53,3,1,5.11E-01,,
RABL3,40,5,5.11E-01,,
GPR65,41,5,5.11E-01,,
STXBP6,33,8,5.12E-01,,
NT5E,77,17,5.12E-01,,
UQCRB,27,4,5.12E-01,,
RIMS3,49,7,5.12E-01,,
ITSN1,250,13,5.12E-01,,
PRR14,96,7,5.12E-01,,
HIF1AN,36,5,5.12E-01,,
C17orf78,31,5,5.12E-01,,
KCNK15,47,11,5.12E-01,,
SLC25A41,11,2,5.12E-01,brain,
ARL10,58,8,5.12E-01,,
NFATC3,146,8,5.12E-01,,
IFNG,18,3,5.12E-01,,YES
KCTD18,69,16,5.12E-01,,
IQCF3,40,4,5.13E-01,,
SLC29A1,64,7,5.13E-01,,
ADAMTS8,143,29,5.13E-01,,
MRPS9,50,17,5.13E-01,,
ZNF473,135,8,5.13E-01,,
ZNF195,84,8,5.13E-01,,
DNAJA3,96,6,5.13E-01,,
OXGR1,53,8,5.13E-01,,
TYW1,85,19,5.13E-01,,
DHFRL1,27,4,5.13E-01,,
CLSTN2,182,11,5.13E-01,,
MYLPF,26,5,5.13E-01,skeletal_muscle,
MANBA,122,31,5.13E-01,,
EIF3E,55,6,5.13E-01,,
RNASE13,27,6,5.13E-01,,
CA8,35,4,5.14E-01,,
ADAMTS17,269,20,5.14E-01,,
KLHL13,66,4,5.14E-01,,
AK7,111,28,5.14E-01,,
NPM3,31,4,5.14E-01,,
IFIT1,65,11,5.14E-01,,
PDIA3,64,5,5.14E-01,,
KRTAP13-3,30,5,5.14E-01,,
NANP,45,6,5.14E-01,,
KLRG1,21,3,5.14E-01,,
PCDHGC5,106,15,5.14E-01,,
DTX2,98,6,5.14E-01,,
CBY1,19,6,5.14E-01,,
PCDH18,171,11,5.14E-01,,
FAM47A,92,7,5.15E-01,,
MIOS,136,11,5.15E-01,,
CLPX,74,6,5.15E-01,,
CASS4,139,8,5.15E-01,lung,
PPP1R16A,125,10,5.15E-01,,
KATNB1,150,11,5.15E-01,,
CST8,25,3,5.15E-01,,
ERLIN1,8,1,5.15E-01,,
SYT3,110,7,5.15E-01,brain,
C1orf61,29,10,5.15E-01,brain,
HCST,17,5,5.15E-01,,
IKZF2,77,5,5.15E-01,,
TMEM107,28,9,5.15E-01,,
MAN1A1,96,8,5.15E-01,,
RALGDS,175,10,5.15E-01,,
GOLGA5,99,7,5.16E-01,,YES
PCDHGB4,104,20,5.16E-01,,
OR10R2,63,6,5.16E-01,,
GTPBP2,116,11,5.16E-01,,
IER3IP1,15,4,5.16E-01,,
TMEM14C,21,2,5.16E-01,,
HSF2BP,55,16,5.16E-01,,
PTDSS1,70,7,5.16E-01,,
NOL3,65,14,5.16E-01,,
SMR3B,12,2,5.16E-01,,
OR4K15,58,5,5.16E-01,,
CCDC39,5,2,5.16E-01,,
PTPN23,315,18,5.16E-01,,
KCTD20,61,14,5.16E-01,,
NPPC,19,2,5.17E-01,,
MRPS18C,25,7,5.17E-01,,
PVRL1,130,11,5.17E-01,,
CLIC1,27,7,5.17E-01,,
GALP,25,7,5.17E-01,,
DLC1,338,18,5.17E-01,,
VTI1A,22,6,5.17E-01,,
ISCA1,9,2,5.17E-01,,
OPRL1,89,6,5.17E-01,,
XPOT,112,8,5.17E-01,,
TTYH2,131,8,5.17E-01,,
GTF2H5,14,4,5.17E-01,,YES
TRIP10,128,9,5.17E-01,,
SIGMAR1,36,4,5.17E-01,,
RAB19,51,10,5.17E-01,,
SNUPN,43,17,5.18E-01,,
SLC25A44,44,8,5.18E-01,,
TRIM23,86,14,5.18E-01,,
PCDHGA3,130,22,5.18E-01,,
TECPR2,260,15,5.18E-01,,
HIST1H4B,65,17,5.18E-01,,
AGTRAP,85,16,5.18E-01,,
SLC25A32,40,9,5.18E-01,,
SLMAP,107,8,5.18E-01,,
THY1,36,7,5.18E-01,brain,
VCAM1,95,6,5.18E-01,spleen,
CD53,37,8,5.18E-01,,
SMYD5,74,11,5.18E-01,,
PPP1CC,57,8,5.18E-01,,
PHACTR3,103,6,5.18E-01,brain,
ZC3H6,143,8,5.19E-01,,
FGD6,167,10,5.19E-01,,
SLC1A4,89,7,5.19E-01,,
C1orf123,26,16,5.19E-01,,
USP18,25,3,5.19E-01,,
AHSA2,19,18,5.19E-01,,
TMEM106B,45,4,5.19E-01,,
DAOA,35,8,5.19E-01,,
UNC50,46,18,5.19E-01,,
RNF5,30,7,5.19E-01,,
SH2D6,23,8,5.19E-01,,
POLR3GL,28,11,5.19E-01,,
MAGI1,262,14,5.19E-01,,
TNKS2,152,17,5.19E-01,,
DNAJB9,26,4,5.20E-01,,
PLP2,20,3,5.20E-01,,
GAS2L1,109,9,5.20E-01,,
COX7A2,30,5,5.20E-01,,
MAPKBP1,225,12,5.20E-01,,
GLOD5,16,3,5.20E-01,,
GRB2,26,4,5.20E-01,,
C16orf90,5,1,5.20E-01,,
TRIM25,102,8,5.20E-01,,
SCML4,67,6,5.20E-01,,
CYFIP1,272,15,5.20E-01,,
GUCA2A,22,3,5.20E-01,colon,
EGFLAM,187,36,5.20E-01,,
IL20RB,51,7,5.20E-01,skin,
BATF2,45,5,5.20E-01,,
IQCF1,23,4,5.21E-01,,
COQ10B,36,5,5.21E-01,,
DEFB110,18,5,5.21E-01,,
AKAP1,169,11,5.21E-01,,
EPN2,114,7,5.21E-01,,
SND1,132,9,5.21E-01,,
ATP6V1C1,47,5,5.21E-01,,
MMP15,150,10,5.21E-01,,
SMAP1,77,6,5.21E-01,,
SASH1,230,18,5.21E-01,,
BRCC3,26,4,5.21E-01,,
CXorf23,54,6,5.21E-01,,
BIRC7,74,15,5.21E-01,nerve_tibial,
EEF1E1,32,7,5.21E-01,,
KIF21B,288,16,5.22E-01,,
PDIA4,126,9,5.22E-01,,
TIMM44,87,7,5.22E-01,,
PPP2R4,81,5,5.22E-01,,
DKK4,36,9,5.22E-01,esophagus,
SPC24,21,3,5.22E-01,,
C7orf65,24,7,5.22E-01,,
ZNF250,67,3,5.22E-01,,
VGLL1,28,4,5.22E-01,lung,
DUSP19,27,7,5.22E-01,,
KNDC1,377,21,5.22E-01,,
ACBD6,43,6,5.22E-01,,
MAGEA8,29,2,5.22E-01,,
AKAP7,47,20,5.22E-01,,
ESYT2,127,17,5.22E-01,,
PHB2,26,4,5.23E-01,,
KLHL26,163,14,5.23E-01,,
SFTPA2,22,6,5.23E-01,lung,
SLC18A3,109,10,5.23E-01,,
NPM1,55,4,5.23E-01,,
OR51A4,29,4,5.23E-01,,
ADAMTS13,241,41,5.23E-01,,YES
SNX13,18,1,5.23E-01,,
RP1L1,603,116,5.23E-01,,
ENO2,67,7,5.23E-01,brain,
COQ2,5,1,5.23E-01,,YES
USP10,165,8,5.23E-01,,
SBSN,95,7,5.23E-01,skin,
REEP3,26,4,5.23E-01,,
RIPPLY1,5,1,5.24E-01,liver,
STEAP4,63,13,5.24E-01,,
KIAA1462,222,14,5.24E-01,,
RNF141,34,6,5.24E-01,,
DCTN4,82,5,5.24E-01,,
APOBEC3C,38,5,5.24E-01,,
TOR1A,50,6,5.24E-01,,YES
HTR5A,76,10,5.24E-01,,
RBCK1,124,11,5.24E-01,,
ZSWIM3,104,8,5.24E-01,,
ZBTB40,175,21,5.24E-01,,
BTC,24,3,5.24E-01,,
UBL4B,23,8,5.24E-01,,
ILDR2,83,8,5.24E-01,,
PI3,20,4,5.24E-01,,
TMEM69,24,13,5.25E-01,,
GPR83,81,7,5.25E-01,,
TBC1D8,39,4,5.25E-01,,
IPP,90,12,5.25E-01,,
C1orf74,28,4,5.25E-01,,
ZSCAN5A,95,7,5.25E-01,,
POLR2E,63,11,5.25E-01,,
PELI3,98,7,5.25E-01,,
HIST1H2AK,39,7,5.25E-01,,
PPP1R12C,117,9,5.25E-01,,
MFAP4,50,7,5.25E-01,,
WDR70,86,7,5.25E-01,,
TLN2,513,27,5.25E-01,,
C1orf86,66,10,5.25E-01,,
TTC14,106,29,5.26E-01,,
TANC1,312,19,5.26E-01,,
SLC29A2,97,17,5.26E-01,skeletal_muscle,
TPRKB,23,12,5.26E-01,,
EPM2AIP1,84,9,5.26E-01,,
PABPC3,82,24,5.26E-01,,
RAPGEF5,21,2,5.26E-01,,
HS6ST2,19,1,5.26E-01,,
CYP2W1,124,19,5.26E-01,adrenal_gland,
VAMP3,21,4,5.26E-01,,
DYDC1,18,8,5.26E-01,,
STK4,70,8,5.26E-01,,
RNF150,75,8,5.26E-01,,
FAM120AOS,14,2,5.26E-01,,
DNAJC3,61,6,5.26E-01,,
ARHGAP17,152,9,5.27E-01,,
NARS2,74,16,5.27E-01,,
PPBP,19,3,5.27E-01,,
KLHL14,39,4,5.27E-01,,
TSGA10,64,9,5.27E-01,,
AIF1L,27,3,5.27E-01,,
